timestamp,school_period,student_count_estimated,co2_ppm,pm25_ugm3,temperature_c,humidity_pct,robot_x_pos,robot_y_pos,air_quality_label
2025-11-12 08:00:00,1st Period,41,924.3561663863075,29.301794076057533,20.9915067497865,44.54413194093399,8.35302495589238,3.492095746126609,Poor
2025-11-12 08:05:00,3rd Period,39,1731.0000289738825,11.82096494749166,22.924595076427558,53.34557797845147,3.2078006497173583,7.259556788702394,Poor
2025-11-12 08:10:00,5th Period,48,1424.791518535967,7.602063719411181,27.066613662516584,61.635853150283005,1.8651851039985423,8.971102599525771,Poor
2025-11-12 08:15:00,End of Day,44,1238.1218778758512,42.95542149013333,20.74557798589947,46.36333210706823,0.40775141554763916,8.870864242651173,Poor
2025-11-12 08:20:00,End of Day,26,618.426096619411,43.625281322982374,18.923758917945516,73.73019372244323,5.908929431882418,7.798755458576238,Poor
2025-11-12 08:25:00,Morning Entry,31,618.3923284706837,37.33589392465844,21.477017434965216,73.310128272395,6.775643618422825,6.420316461542877,Poor
2025-11-12 08:30:00,End of Day,39,481.31705703547925,17.184550766934827,19.93465544704805,41.330203312141386,0.16587828927856152,0.8413996499504883,Moderate
2025-11-12 08:35:00,Lunch Break,5,1612.6466040849093,8.906884560255355,29.156371828110878,52.376182765157346,5.12093058299281,1.6162871409461377,Poor
2025-11-12 08:40:00,End of Day,39,1241.5610164404925,32.36932106048627,27.697444554773003,43.53952394175464,2.2649577519793795,8.985541885270793,Poor
2025-11-12 08:45:00,5th Period,41,1391.3016089144637,22.606099749584054,25.600845078125083,42.81782224698604,6.451727904094499,6.0642905965958995,Poor
2025-11-12 08:50:00,Morning Entry,18,428.8182920141234,9.881529393791153,28.45752708225261,31.659912630953976,1.7436642900499144,0.09197051616629648,Good
2025-11-12 08:55:00,5th Period,7,1757.873793026792,24.807076404450807,27.644064922789376,57.43039502909536,6.90937738102466,1.014715428660321,Poor
2025-11-12 09:00:00,5th Period,5,1565.4196971205904,6.375540844608736,20.23884070663243,52.62055604529877,3.867353463005374,6.635017691080558,Poor
2025-11-12 09:05:00,2nd Period,9,697.2747549495866,41.372816083151285,28.710707981879732,32.31654380624952,9.367299887367345,0.05061583846218687,Poor
2025-11-12 09:10:00,Morning Entry,30,654.5549540899409,15.351199264000677,24.47210690298781,42.539090890647515,1.3752094414599325,1.6080805141749865,Moderate
2025-11-12 09:15:00,5th Period,18,656.7663137948073,31.50089137415928,27.68928186196875,70.87196486849942,3.410663510502585,5.487337893665861,Poor
2025-11-12 09:20:00,2nd Period,43,825.9391401433528,17.46844304357644,28.753095599081917,40.780285080013755,1.1347352124058907,6.918951976926932,Moderate
2025-11-12 09:25:00,2nd Period,31,1134.659004285133,25.802720847112433,21.816041699662367,36.52026924410504,9.246936182785628,6.519612595026006,Poor
2025-11-12 09:30:00,Morning Entry,13,1004.7230260989621,26.868411173731186,19.32062309433212,52.025374212490334,8.77339353380981,2.242693094605598,Poor
2025-11-12 09:35:00,3rd Period,19,807.7207962772586,12.394178221021082,20.735221950503302,74.35427043497702,2.579416277151556,7.121792213475358,Moderate
2025-11-12 09:40:00,Lunch Break,19,1256.5940526113313,43.783385110582344,23.125293463515078,40.89248721801752,6.59984046034179,2.3724908749680007,Poor
2025-11-12 09:45:00,End of Day,30,595.2914049128585,36.00531293444458,27.81617719106992,60.246099633264535,8.172222002012159,3.2539969815926773,Poor
2025-11-12 09:50:00,Lunch Break,46,809.0025079493055,42.579957662567566,28.328766999076123,64.27288268979228,5.5520081159946235,7.464914051180242,Poor
2025-11-12 09:55:00,End of Day,17,912.9065806111684,40.79309401710595,18.083425566374288,40.693689479657984,5.296505783560065,6.496328990472147,Poor
2025-11-12 10:00:00,5th Period,36,1038.4979779038504,28.915999152443405,24.128967630930788,62.76973568753368,2.418522909004517,8.49223410494178,Poor
2025-11-12 10:05:00,1st Period,43,1499.246345950219,41.87496940092467,23.00893203778535,46.550240972366396,0.9310276780589921,6.576128923003433,Poor
2025-11-12 10:10:00,Morning Entry,36,679.5432950217037,8.53970008207678,20.665293725648763,58.453762376711076,8.972157579533267,5.683086033354716,Good
2025-11-12 10:15:00,Lunch Break,8,1119.9282137790563,12.839314496765809,19.438384408004193,58.50883698424026,9.004180571633304,0.9367476782809248,Poor
2025-11-12 10:20:00,Lunch Break,34,1229.3803964068593,6.809091556421523,22.051382056843536,54.10986078336413,6.33101457273268,3.6771580305943354,Poor
2025-11-12 10:25:00,5th Period,41,465.0305778079968,18.013213230530575,29.314916446950228,34.063039652448374,3.390297910487007,2.6520236768172545,Moderate
